Id,Sales
1,7394.130972372865
2,12218.427312716854
3,12765.188664339126
4,8824.193855249621
5,8970.740067442122
6,7435.719049602452
7,13391.121436255107
8,12405.973328147666
9,7110.171318557772
10,7473.78531624222
11,10117.782876367024
12,10472.726368361133
13,8932.208044128134
14,10566.98706581799
15,8042.989977824086
16,6457.321594495367
17,8010.334302698849
18,13578.883162863112
19,13535.0611987488
20,14729.387075510247
21,10964.079288802839
22,7525.90105262171
23,9980.327301536268
24,5796.60636072257
25,9258.946986392613
26,14145.522730334063
27,10440.071024064702
28,7173.698543005057
29,5936.601215624865
30,6266.801857908489
31,8065.816123680268
32,17507.775554104075
33,9650.945690762725
34,8764.55015038332
35,7748.482255610236
36,9155.795955733825
37,5055.263865971664
38,12477.31288374892
39,6567.06544454606
40,7561.488354128166
41,7383.759516494407
42,9829.217802819541
43,10806.924809703873
44,8439.484828376026
45,6278.460386828314
46,10116.948787346679
47,11527.684828704572
48,14706.295708622005
49,7603.253879535545
50,10240.622871401594
51,12550.91410521488
52,15849.589891448148
53,11060.914111476372
54,16273.416144784753
55,6407.354556172107
56,6154.4070386423755
57,9108.065127941964
58,9072.50596524157
59,11197.947912013466
60,12219.185806922493
61,7497.310541638937
62,10920.719747358693
63,8311.207522815455
64,16351.298139979157
65,5144.207396468295
66,17797.76243465584
67,6938.210992013807
68,7765.006807947478
69,10862.575242679743
70,8387.32251339841
71,7861.069622730261
72,9452.480129214313
73,11179.519226825112
74,7462.476205608067
75,6430.630035741573
76,9541.188910168368
77,9394.415908415689
78,12191.998144391697
79,6815.352253410295
80,9275.171425697376
81,12405.703887265328
82,8088.255507285257
83,6615.157569672354
84,9317.818645272682
85,8179.272383364734
86,10906.119874743106
87,9899.334295822258
88,5700.446931650211
89,11075.497832512088
90,7746.447491273989
91,10070.092669335525
92,7571.202614066941
93,4363.033109904731
94,8807.821429043808
95,6902.413237662709
96,11066.366180936115
97,14082.429976704998
98,6402.144780627738
99,7433.4106333436675
100,7651.914107554592
101,7560.819285821351
102,9084.528248091168
103,10440.071325425572
104,10655.181318314533
105,11674.221070169762
106,8650.012954295998
107,5837.659988161532
108,9977.98803454551
109,10649.26844642306
110,10426.697410824849
111,9743.338092763668
112,11406.371969851769
113,8700.434242817591
114,12842.729046581293
115,7408.071851360463
116,10850.115594668712
117,15010.645463146993
118,9144.159354112522
119,12478.886811080562
120,11244.641439613351
121,9807.718606711313
122,9875.54657975402
123,8821.56020792351
124,12001.842907168299
125,7810.033004874079
126,5366.886572054499
127,9535.825212578762
128,12180.779667241302
129,10308.076485375184
130,7285.923200506662
131,13261.48279612561
132,7105.7469565774045
133,9315.239644436357
134,6328.998052141206
135,7369.409376621635
136,10413.73928911619
137,9831.556456916753
138,10122.46358406944
139,8199.669413453035
140,6095.677314347649
141,8502.951168034573
142,4469.861426646797
143,11019.268428864827
144,7738.6950732901805
145,11824.034670388985
146,8915.59266694293
147,8019.483020483308
148,9647.872575234773
149,7458.5777937897365
150,6537.208724115324
151,15574.302254919641
152,10215.778670529831
153,13188.868265748893
154,8761.020583919828
155,6814.686663328927
156,8287.10513002598
157,7417.762103310163
158,11592.071948053352
159,20482.243966016307
160,7920.411678465946
161,5123.725615482385
162,8072.611565450433
163,12920.374191083034
164,11960.21841830781
165,8894.022745660694
166,10003.467815438873
167,5530.504151708195
168,7663.914111603701
169,3737.1033641272415
170,6829.293378834142
171,8361.999863281606
172,9219.148175055327
173,8772.630246455274
174,7426.815010492343
175,10457.888353230568
176,13455.866843357218
177,10578.418670894402
178,5940.394494667408
179,13112.644981266507
180,16407.820233723323
181,10291.8081877305
182,9368.816996490008
183,7376.618888017322
184,9789.588675698278
185,6632.0660336685105
186,11587.870101164835
187,8089.414919274022
188,11025.316399712498
189,9950.056030711814
190,13118.130667690973
191,13026.223954765954
192,8868.50192988944
193,10310.047148044374
194,28862.832267111608
195,17445.399638431212
196,9435.926599100483
197,4166.4320535728175
198,9455.871695355318
199,14334.992756130052
200,8041.830799986609
201,13614.459239398107
202,22672.518973358092
203,4669.536702870541
204,7741.692038682411
205,17332.960628759432
206,7746.30918743504
207,14452.820081737129
208,9542.639541872206
209,9169.282540889586
210,3905.3213585459666
211,8945.092879951888
212,6839.008080066044
213,9248.15079906848
214,12309.773555554866
215,9961.602533194497
216,8502.950316400716
217,7441.286413098507
218,5702.389501411605
219,6525.548695505942
220,9627.090243904438
221,11007.82931017768
222,9345.373969633996
223,9003.782639331286
224,8700.879553611807
225,7314.407980346881
226,11312.23051757624
227,9650.118398680135
228,13132.124550185334
229,6339.4197437568255
230,10035.216590626793
231,8298.771043376039
232,6384.376656929433
233,8450.826381938045
234,11471.053518201725
235,8336.92811657722
236,6610.892015607747
237,12359.235046605765
238,11882.02332169652
239,12832.160632223633
240,9220.50549447024
241,9175.704511270922
242,7837.513565787347
243,6610.691152363069
244,14300.46479400782
245,6654.098626904248
246,12635.450554497043
247,23980.500644918946
248,11370.422491225416
249,9649.752046936406
250,7474.042803505575
251,5416.817975965987
252,9297.192438345084
253,6094.687418325999
254,8520.83932729911
255,13252.754767775812
256,7180.091647296494
257,21809.786720710264
258,17651.955559685157
259,7581.186485234513
260,10114.494425323643
261,6128.923339437532
262,10281.271677020495
263,8154.6472307595295
264,14377.654697307595
265,12021.374239592884
266,10978.772015673592
267,5549.3658242342735
268,9603.332215868708
269,6503.676606184433
270,11580.341120486466
271,11228.280090795632
272,8504.380820243909
273,10216.420249511708
274,5719.276588074117
275,10633.312499029335
276,14989.789104608588
277,7493.449142785327
278,14710.316897894507
279,10289.17892622034
280,13292.182913776502
281,6965.611003596643
282,8543.334665824403
283,7378.263458443403
284,12364.393480457029
285,10189.128967849496
286,9817.118484974384
287,10195.37074411196
288,12981.989527852797
289,7381.633859389133
290,11177.000105349178
291,9504.916640615065
292,5128.201946044069
293,18512.047380887583
294,23686.486741129644
295,10607.275140698168
296,10866.398048281784
297,13931.077289719111
298,14593.036816483498
299,13021.017195594331
300,7234.85872818542
301,12076.18475753402
302,8783.371996182595
303,13069.738520095043
304,5265.468922301365
305,9288.39619917652
306,7917.669028798272
307,8932.3413017667
308,10022.514196485336
309,6862.2058891232255
310,6471.95566236178
311,7945.076686021644
312,5286.300091057154
313,5790.388894532091
314,6713.531111745054
315,8303.607052458663
316,11866.303939166035
317,11260.282324016694
318,10386.361784579629
319,8408.731465991003
320,10256.675034802329
321,13115.765095140845
322,9600.711973338599
323,7289.053955020436
324,6096.292118108773
325,14606.151531505275
326,5997.457751224815
327,8344.533039204543
328,5321.67652241483
329,7834.608046347348
330,11373.483547866988
331,10096.786860572436
332,9589.911691839483
333,11666.175372691267
334,11865.358208428339
335,14463.483651301278
336,9526.070275139691
337,12587.72852876639
338,3669.1909211037237
339,6685.745262949164
340,7386.839954311063
341,5630.765079748657
342,10865.877278831591
343,7136.651553454855
344,7412.511403631576
345,10990.193912925097
346,15434.013207485208
347,12674.614175245531
348,7363.310926378556
349,8232.007010640978
350,9519.634936639944
351,8721.84837304606
352,9770.625723572495
353,7004.1845717697315
354,8324.264079719369
355,17060.30131046162
356,6621.7534398608
357,8358.550472787641
358,13243.48873771393
359,12308.948489555713
360,22318.582813806148
361,12744.737432004426
362,19245.47743433996
363,9647.519745086167
364,6446.367787595057
365,5392.681899086693
366,8198.823387728293
367,10267.041766815904
368,8487.774189468597
369,11344.027069719334
370,6389.082022427339
371,5961.042721614823
372,9900.312497680703
373,5675.836287624007
374,9804.838226907075
375,8715.607857960253
376,13122.631003340419
377,10018.93472983997
378,7174.344326730228
379,13613.350330104753
380,7527.329158549239
381,7547.366701230245
382,6537.257622397589
383,9981.87412552099
384,16269.54359603316
385,8048.231993814376
386,6953.277171364207
387,11948.883934385487
388,11104.407507757061
389,9006.895410728408
390,9762.794457417749
391,14393.497135983856
392,6904.02520426147
393,5698.702081420725
394,8353.049171599518
395,13615.481659347828
396,8946.501794260672
397,10006.614559224801
398,5743.107930018857
399,9396.761612498014
400,5258.396316035747
401,8879.526960411338
402,9045.828407910883
403,12137.149740780384
404,16950.714123519178
405,14757.737896090322
406,13220.055918078246
407,3976.0102997733984
408,5915.812618899964
409,13666.615467213924
410,15191.728532116058
411,9977.33409981465
412,10801.1970210935
413,11181.332550039242
414,7345.364010921236
415,5296.288048015035
416,14757.923065718014
417,8061.271634543581
418,12085.574457850153
419,9190.646461013632
420,5615.717021622464
421,17703.800185224856
422,6886.658210173869
423,6406.756213384429
424,5946.392824198791
425,8467.613163344236
426,8752.675316464503
427,13031.50596088149
428,9676.238228665947
429,5453.4738336207165
430,8035.400801829807
431,7395.602498799995
432,3702.8959497224155
433,10870.43190676038
434,23137.732525284624
435,9128.003791713993
436,7638.244630717292
437,10396.418565268881
438,5901.009040653262
439,6257.64846088205
440,5898.7542856518185
441,6481.786549924147
442,9508.674439353812
443,9247.410612239208
444,6529.51836947793
445,11354.810219126788
446,6565.580149346838
447,7545.783907144863
448,9027.63317623243
449,10442.906735750386
450,17296.863807576035
451,8207.472206324455
452,10696.12813882512
453,7636.407288346854
454,7841.918252623536
455,24357.87543929671
456,14628.96830751398
457,8071.855005938619
458,7560.239179263124
459,6379.839042579101
460,8334.168920411914
461,7110.543475056738
462,17328.82158108326
463,7906.3990175779145
464,7060.868585479128
465,10756.106879781984
466,7960.490418489828
467,7910.614708776761
468,11741.344418358434
469,13035.340618915112
470,10128.23055008118
471,6382.552707269485
472,7053.837660836607
473,9986.928951233169
474,16405.271341917978
475,11557.715853315725
476,9959.702447069827
477,5859.534161729399
478,8793.722416182534
479,9200.322738353783
480,7225.780643879683
481,9804.260514603633
482,10031.751929412092
483,8462.152634812324
484,8180.4506768023375
485,8302.796499403406
486,12976.57089896386
487,7000.8691677381685
488,7932.1650369328645
489,8578.605999857593
490,9327.57965215623
491,11863.554961769863
492,6457.602748766453
493,6536.498667547224
494,14738.593493802227
495,10973.607327952905
496,5530.544133659565
497,13249.087674795139
498,9406.849604813817
499,14703.942249672633
500,7745.171326833944
501,8566.226607399305
502,7710.890982402378
503,9015.589321793776
504,9390.652832943393
505,10828.369124988478
506,3981.7962719501097
507,9705.4309014979
508,9516.32392250841
509,10114.062686953686
510,6546.0371844180545
511,8583.106028478276
512,13247.695062468027
513,6227.932499481964
514,11988.108010235417
515,9199.687886307018
516,13495.4683459434
517,5612.095634576918
518,7734.263130222865
519,7636.302484325921
520,12007.200311713163
521,10960.426577252909
522,6850.186192590606
523,8797.737693170457
524,10134.828561356142
525,11150.01607643281
526,7157.17048809255
527,6234.234221187394
528,11721.906914518497
529,9451.0266001386
530,11163.356655313828
531,11597.726320411788
532,7140.485098508871
533,11691.992139082799
534,10078.558538631938
535,9196.81509783795
536,10240.287233274033
537,8208.928577644916
