Id,Sales
1,6142.592928320548
2,8128.797469756995
3,6853.763766592407
4,6951.585454898619
5,7909.677239580759
6,6951.585454898619
7,5592.128952945732
8,5381.026368539995
9,6951.585454898619
10,6951.585454898619
11,5381.026368539995
12,6853.763766592407
13,7909.677239580759
14,6951.585454898619
15,7909.677239580759
16,6951.585454898619
17,8128.797469756995
18,7909.677239580759
19,7847.038216217445
20,7464.637828359331
21,7909.677239580759
22,7464.637828359331
23,6853.763766592407
24,6142.592928320548
25,8839.583990642735
26,7909.677239580759
27,7909.677239580759
28,6142.592928320548
29,5590.902478091107
30,5043.541671432247
31,5592.128952945732
32,4680.480389546665
33,8128.797469756995
34,5845.786936508058
35,6142.592928320548
36,7885.002479778354
37,5845.786936508058
38,7909.677239580759
39,5845.786936508058
40,6853.763766592407
41,8839.583990642735
42,6853.763766592407
43,6853.763766592407
44,7909.677239580759
45,14241.761143818589
46,6142.592928320548
47,5381.026368539995
48,6214.519215279138
49,5845.786936508058
50,7909.677239580759
51,7550.10365227776
52,5381.026368539995
53,6853.763766592407
54,8128.797469756995
55,5845.786936508058
56,7909.677239580759
57,5845.786936508058
58,6853.763766592407
59,8610.397658747506
60,9766.475335703615
61,5845.786936508058
62,8128.797469756995
63,5845.786936508058
64,8128.797469756995
65,5845.786936508058
66,6853.763766592407
67,7847.038216217445
68,6142.592928320548
69,7847.038216217445
70,5845.786936508058
71,6480.093386396131
72,8128.797469756995
73,7740.518887710734
74,7909.677239580759
75,7909.677239580759
76,7426.484753860208
77,7909.677239580759
78,7697.415298890831
79,7909.677239580759
80,7426.484753860208
81,7909.677239580759
82,5381.026368539995
83,6853.763766592407
84,7909.677239580759
85,7426.484753860208
86,8610.397658747506
87,7909.677239580759
88,7426.484753860208
89,6853.763766592407
90,5381.026368539995
91,7426.484753860208
92,6853.763766592407
93,6142.592928320548
94,7426.484753860208
95,6142.592928320548
96,7909.677239580759
97,7426.484753860208
98,7426.484753860208
99,7426.484753860208
100,5592.128952945732
101,7426.484753860208
102,5381.026368539995
103,7426.484753860208
104,6142.592928320548
105,5381.026368539995
106,5592.128952945732
107,6142.592928320548
108,6142.592928320548
109,7909.677239580759
110,7026.970713957419
111,7909.677239580759
112,7909.677239580759
113,6142.592928320548
114,6475.155850267711
115,7426.484753860208
116,8128.797469756995
117,7909.677239580759
118,7426.484753860208
119,7909.677239580759
120,7909.677239580759
121,7426.484753860208
122,7909.677239580759
123,7909.677239580759
